Sheet Row Number,Name,Arrondissement,Favorite,Cuisine,Vibe,Features,Notes,Website,Instagram,Facebook,LLM Tagged at,LLM Confidence,Delivery,Takeaway,Google Place ID,Latitude,Longitude
35,Granite,1,,,,,,https://granite.paris/,,,,,UNKNOWN,UNKNOWN,ChIJ63m1Hxpv5kcRtffG6PtiUyY,48.8610438,2.3419215
36,Ha Noi 1988,1,,,,,,https://www.viet-eat.com/,,,,,UNKNOWN,UNKNOWN,ChIJDdzV7t5v5kcRv37QYTlQqNU,48.8567772,2.3416032
37,Hakata Choten,1,,,,,,http://www.hakata-choten.com/en,,,,,UNKNOWN,UNKNOWN,ChIJF9kbsDpu5kcR6PMId-ORFLc,48.8671431,2.3348348
40,HANDO Parisian Handroll Vendôme,1,,,,,,https://www.hando-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJkxhyz5Jv5kcRmrN6l-yn_FE,48.8679542,2.3314788
42,Higuma,1,,,,,,http://higuma.fr/,,,,,UNKNOWN,UNKNOWN,ChIJdWYFyzpu5kcRjJcegWGZP_4,48.8665886,2.3357844
43,Il Fico,1,,,,,,http://ilficoparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJZyq4CyNu5kcRdm8-pUIFS2E,48.8642547,2.341323
57,La Poule au Pot,1,,,,,,https://xn--jeanfranoispiege-jpb.com/la-poule-au-pot,,,,,UNKNOWN,UNKNOWN,ChIJ0WI5IyJu5kcRzsRZXnwIp5Y,48.8618061,2.3432436
58,La Régalade Saint-Honoré,1,,,,,,https://laregalade.paris/,,,,,UNKNOWN,UNKNOWN,ChIJ6Vwo1CNu5kcR_jILVmRUmZk,48.8616807,2.3420098
61,La Tour Montlhéry - Chez Denise,1,,,,,,https://www.paris-bistro.com/choisir/paris1/la-tour-de-montlhery-chez-denise,,,,,UNKNOWN,UNKNOWN,ChIJ926DHCJu5kcR5LTgZLnzNnM,48.861534,2.344001
62,Le Baudelaire,1,,,,,,https://www.lebaudelaire.com/restaurant,,,,,UNKNOWN,UNKNOWN,ChIJVRVD9TJu5kcRQCd0qAUtx-I,48.8681212,2.3258002
117,Le Cochon à l’Oreille,1,,,,,,https://www.lecochonaloreille.com/,,,,,UNKNOWN,UNKNOWN,ChIJvfLBdxhu5kcRhRVE1gUCuIQ,48.864467,2.345169
118,Le Louchebem,1,,,,,,https://www.le-louchebem.fr/,,,,,UNKNOWN,UNKNOWN,ChIJpdgWBSJu5kcR8nN4AlM6PPo,48.8616164,2.3443637
65,Le Petit Bouillon Pharamond,1,,,,,,https://www.petitbouillonpharamond.com/,,,,,UNKNOWN,UNKNOWN,ChIJRcSln6lv5kcRlLWcSVj4QGE,48.8630418,2.3485455
218,Le Rubis,1,,,,,,https://www.facebook.com/Le-Rubis-964093417031887/,,https://www.facebook.com/lerubiscaferestaurant,,,UNKNOWN,UNKNOWN,ChIJq7xv1C9u5kcRvWJSB4VSl_0,48.866177,2.331403
119,Le Sand,1,,,,,,https://www.lesand-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJYS4FQA1v5kcRcJ28t4yklDo,48.866274,2.3263287
68,Le Tout-Paris,1,,,,,,https://www.letoutparis.fr/,,,,,UNKNOWN,UNKNOWN,ChIJxYJUC2lv5kcRlhdpWba_aGU,48.8587493,2.3422529
1019,Les Petits Bateaux,1,,,,,,http://www.les-petits-bateaux.fr/,https://www.instagram.com/les.petits.bateaux,,,,UNKNOWN,UNKNOWN,ChIJm6uW92Bv5kcRd3Kaj0Cx2OA,48.8643313,2.3248303
855,Maison Ruggieri Palais Royal,1,,,,,,https://maisonruggieri.fr/,,,,,UNKNOWN,UNKNOWN,ChIJtSN-XgBv5kcRBDLZcMnHOX0,48.865738,2.3389479
76,MAR'CO,1,,,,,,,https://www.instagram.com/lecafemarco,,,,UNKNOWN,UNKNOWN,ChIJcc3Xfglv5kcRCOd0Zoh5w84,48.8652743,2.3318036
1256,MARTHA - MAISON DE COIFFEURS,1,,,,,,https://www.marthaparis10.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ620K_aJv5kcR2ZU3m5DvWlA,48.8579813,2.3449691
112,Micho,1,,,,,,https://micho.fr/en,,,,,UNKNOWN,UNKNOWN,ChIJx5WIniJv5kcRCrrYPA2GkKk,48.8660933,2.3371774
631,Mimi,1,,,,,,https://www.mimicaveamanger.fr/,,,,,UNKNOWN,UNKNOWN,ChIJCSw5YKdv5kcRfZM8ruJZuWg,48.8651876,2.3364082
81,NHOME,1,,,,,,https://www.nhomeparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJxcBu_PVv5kcRHZkD-hm_UEE,48.8660068,2.3373514
82,Nodaïwa,1,,,,,,https://www.nodaiwa.com/,,,,,UNKNOWN,UNKNOWN,ChIJy3iVhC9u5kcR1cCYgwGPi3A,48.8643923,2.3332525
83,NOLINSKI LE RESTAURANT,1,,,,,,https://nolinskiparis.com/restaurants/nolinski-le-restaurant-gastronomique,,,,,UNKNOWN,UNKNOWN,ChIJba0ODQBv5kcRjn9S8UfE4_g,48.8654943,2.3347689
86,On the Bab Paris,1,,,,,,http://onthebab.com/?page_id=13,,,,,UNKNOWN,UNKNOWN,ChIJe9sLLKdv5kcRZdbKgdRlo84,48.8663928,2.335137
90,Phở Bánh Cuốn 14 (PHO 14 Opéra),1,,,,,,https://pho14paris.fr/fr/opera,,,,,UNKNOWN,UNKNOWN,ChIJqUStPSVu5kcRW8mENl0MI9U,48.8652945,2.336067
93,PITANGA,1,,,,,,https://www.pitanga-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJv7TFYnZv5kcR3srCnDW04Xw,48.862403,2.3402056
48,Restaurant Kei,1,,,,,,http://www.restaurant-kei.fr/,,,,,UNKNOWN,UNKNOWN,ChIJqTnaAiNu5kcRQsRFgf8qeoA,48.864358,2.3420827
85,Restaurant Omar Dhiab,1,,,,,,https://omardhiab.com/,,,,,UNKNOWN,UNKNOWN,ChIJR7fpoO5v5kcRlFje00R0PpI,48.8651795,2.3418771
248,Restaurant Pantagruel Paris,1,,,,,,https://www.restaurant-pantagruel.com/,,,,,UNKNOWN,UNKNOWN,ChIJdwLJVERv5kcRzAkzVCFMhBc,48.8641807,2.3362644
97,Restaurant Saudade,1,,,,,,http://www.restaurantsaudade.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ3WGg_Ahv5kcR2VErcAgAlCg,48.860176,2.34535
95,Sanjo,1,,,,,,,https://www.instagram.com/sanjo_paris?hl=en,,,,UNKNOWN,UNKNOWN,ChIJq6yp4y9u5kcRzBU3b4_YuH4,48.8663375,2.3331631
96,Sanukiya,1,,,,,,https://www.facebook.com/sanukiyaparis,,https://www.facebook.com/sanukiyaparis,,,UNKNOWN,UNKNOWN,ChIJGbFqiC9u5kcR0nLp3lnjiAc,48.864718,2.333787
98,Sfacciata,1,,,,,,https://sfacciata.com/,,,,,UNKNOWN,UNKNOWN,ChIJ4XZMTO9v5kcRpmDjv_v9r2c,48.865187,2.3304679
99,Siena Paris,1,,,,,,https://restaurantsiena.com/,,,,,UNKNOWN,UNKNOWN,ChIJIdvGkX5v5kcRQ1FTWUnyJxo,48.8675776,2.3319743
103,Uno,1,,,,,,https://unoparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJPfCHRcBv5kcRiRWUVfoX4n0,48.8618491,2.3435847
105,Voyage Samaritaine,1,,,,,,https://www.voyagesamaritaine.com/fr,,,,,UNKNOWN,UNKNOWN,ChIJscBCsGhv5kcRMZOnHi6tc28,48.8586985,2.3420924
900,Zapi,1,,,,,,https://www.zapi-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJhUvTzMJv5kcRo0CKqqyoNKI,48.865187,2.3304679
120,A. Noste,2,,wine_bar,casual,,,https://www.a-noste.com/,,,,,UNKNOWN,UNKNOWN,ChIJ506OnDtu5kcRZFKeLdL6CT8,48.8692122,2.339169
123,Alma - Corse & Tapas,2,,wine_bar,casual,,,https://www.restaurant-alma.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ-Xn19HFv5kcRUNjiHWBd2yY,48.8657439,2.3458021
144,Bistro Caminito,2,,"bistro, wine_bar","casual, classic",,,https://www.barrionorte.fr/bistrocaminito/en_GB,,,,,UNKNOWN,UNKNOWN,ChIJAb-jrhdu5kcRivcvUj0BLU8,48.8684019,2.3477227
262,Bistro Ramen Ryukishin,2,,"bistro, ramen","casual, classic",,,http://www.ryukishin.com/,,,,,UNKNOWN,UNKNOWN,ChIJPd1ww8Nv5kcRU7akwEkW1i0,48.8669632,2.3373976
133,Bistro Volnay,2,,"bistro, wine_bar","casual, classic",,,https://www.bistro-volnay.fr/,,,,,UNKNOWN,UNKNOWN,ChIJL6VKdDFu5kcRHdZY7z6gq3s,48.869211,2.32986
134,Bistrot Vivienne,2,,bistro,"casual, classic",,,https://www.bistrotvivienne.com/,,,,,UNKNOWN,UNKNOWN,ChIJH1iNbLMh-kcRr5A4zRPWuSc,48.866238,2.339503
219,BRASSERIE LE TAMBOUR,2,,"cafe, wine_bar",casual,,,https://www.brasserieletambour.fr/,,https://www.facebook.com/www.letambour.fr,,,UNKNOWN,UNKNOWN,ChIJO1gvpCJu5kcRPD3aJQKITbc,48.865464,2.3446445
140,Café Compagnon,2,,cafe,casual,,,https://www.cafecompagnon.com/pages/cafe-compagnon,,,,,UNKNOWN,UNKNOWN,ChIJm7G6N6xv5kcRLDH2ttwrhRs,48.8666463,2.3456536
141,Café Jeanne - Park Hyatt Paris-Vendôme,2,,"cafe, wine_bar",casual,,,https://www.hyatt.com/fr-FR/hotel/france/park-hyatt-paris-vendome/parph/dining,,,,,UNKNOWN,UNKNOWN,ChIJJ7rl4l1v5kcRykcwPKQAk5E,48.8689845,2.3301829
301,Chez Carrie,2,,wine_bar,casual,,,https://chezcarrie.com/,https://www.instagram.com/chez_carrie,,,,UNKNOWN,UNKNOWN,ChIJIV1aKcJv5kcRbcT9zmwH3ck,48.8666409,2.3460472
147,Chez Miki,2,,wine_bar,casual,,,,,https://www.facebook.com/Chez-Miki-101311931531599,,,UNKNOWN,UNKNOWN,ChIJi3LO4jpu5kcRnLajp46aXyc,48.868292,2.336845
149,Chimère,2,,wine_bar,casual,,,https://chimere-4septembre.fr/,,,,,UNKNOWN,UNKNOWN,ChIJUdBXzBtv5kcRSkVuBK4Ryo8,48.8699055,2.3355164
155,dalia,2,,wine_bar,casual,,,https://www.dalia-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJQ59MF1Vv5kcRKlVTAIyxIPI,48.867868,2.3435539
159,Dépôt Légal Palais Royal,2,,cafe,casual,,,https://depotlegalparis.com/palais-royal,,,,,UNKNOWN,UNKNOWN,ChIJvVgYTTtu5kcRKm5IyS7zFzE,48.866357,2.3388302
168,"Filakia, Petit Café d'Athènes",2,,cafe,casual,,,https://paris-athenes.fr/filakia,,,,,UNKNOWN,UNKNOWN,ChIJkU_SBxhu5kcRgMFivVSHEzk,48.8656658,2.3455297
178,Groot,2,,bakery,casual,,,https://www.grootlatourte.com/,,,,,UNKNOWN,UNKNOWN,ChIJtftykvBv5kcRBbY9AbZXWtI,48.8663868,2.3474298
181,Gyoza Bar,2,,wine_bar,casual,,,https://www.gyozabar.fr/,,https://www.facebook.com/pages/category/Japanese-Restaurant/Gyozabar-553385244689919,,,UNKNOWN,UNKNOWN,ChIJb2SWIDxu5kcRKA7SC7qmH_M,48.8711353,2.3416809
184,Hollywood Savoy,2,,wine_bar,casual,,,https://www.fitz-group.fr/hollywood-savoy-paris,,,,,UNKNOWN,UNKNOWN,ChIJpzMaVzxu5kcR50rPTer6_-4,48.8691067,2.3423135
195,KUCCINI,2,,wine_bar,casual,,,http://kuccini.net/,,,,,UNKNOWN,UNKNOWN,ChIJZ6Lq7hlu5kcRgr98_sCefbo,48.8652738,2.350291
202,La Fontaine Gaillon,2,,wine_bar,casual,,,https://www.lafontainegaillon.com/,,,,,UNKNOWN,UNKNOWN,ChIJpVKxcjBu5kcRLrQQdcnmZk4,48.869092,2.334237
203,La Grille Montorgueil,2,,"cafe, wine_bar",casual,,,https://lagrille.paris/,,,,,UNKNOWN,UNKNOWN,ChIJjyJuQRhu5kcRfUJwOMKf_Z4,48.8647394,2.3468693
206,Le Bougainville,2,,"cafe, wine_bar",casual,,,https://bougainville-restaurant.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ15VQrDxu5kcRzTdFQhy2wvg,48.8665171,2.340083
208,Le Compas,2,,"cafe, wine_bar",casual,,,https://lecompas-restaurant.com/,,,,,UNKNOWN,UNKNOWN,ChIJ_cAuPxhu5kcRru1DF106LN4,48.8651793,2.3470754
211,Le Mesturet,2,,wine_bar,casual,,,https://www.lemesturet.com/,,,,,UNKNOWN,UNKNOWN,ChIJrZ7wnztu5kcRY2YMou4gGgs,48.869075,2.33853
214,Le Petit Vendôme,2,,wine_bar,casual,,,https://lepetitvendome.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJPW-rnjFu5kcRp_F3bCVvBnU,48.8688059,2.3298044
216,Le Préaumur,2,,cafe,casual,,,https://www.lepreaumur.fr/,,,,,UNKNOWN,UNKNOWN,ChIJtalK9zxu5kcRW53kP6cSoEM,48.8684459,2.3417099
237,Mex'iik,2,,wine_bar,casual,,,https://www.mexiik.com/,,,,,UNKNOWN,UNKNOWN,ChIJRVRgwhVv5kcRC8v7xG172_g,48.8705315,2.3372243
253,Pomelo Bistrot - Restaurant à Paris 2e,2,,bistro,"casual, classic",,,https://pomelobistrot.com/,,,,,UNKNOWN,UNKNOWN,ChIJy63oFehv5kcRzT3ini-KYSo,48.8706108,2.3425802
254,Public House Paris,2,,wine_bar,casual,,,https://www.publichouseparis.fr/,,,,,UNKNOWN,UNKNOWN,ChIJpZfi4plv5kcRyh_s6_A8QeQ,48.8699267,2.330262
283,Red Katz,2,,wine_bar,casual,,,https://redkatzcontact.wixsite.com/red-katz,https://www.instagram.com/redkatzparis,,,,UNKNOWN,UNKNOWN,ChIJ7a0-MTVv5kcR2FKniFHfJRM,48.8675889,2.3454516
166,RESTAURANT ERH,2,,wine_bar,casual,,,https://www.restaurant-erh.com/,,,,,UNKNOWN,UNKNOWN,ChIJRZKovRlu5kcRZOlh4VAz9cA,48.8644303,2.3490508
292,Safado,2,,wine_bar,casual,,,,https://www.instagram.com/safadoparis?hl=en,,,,UNKNOWN,UNKNOWN,ChIJjdTIjqhv5kcRjzHoKh945LI,48.8679214,2.3531087
266,Shana,2,,wine_bar,casual,,,https://www.shosh-shana.com/,,,,,UNKNOWN,UNKNOWN,ChIJqe95-NVv5kcRNZ6YHEtKG3Y,48.8660715,2.3487204
289,Stock,2,,wine_bar,casual,,,https://www.stock-paris.fr/,,,,,UNKNOWN,UNKNOWN,ChIJr5gNcqlv5kcRzdGRBvBtY_c,48.8701592,2.3393971
271,Sushi Yoshinaga,2,,sushi,casual,,,https://www.sushiyoshinaga.com/,,,,,UNKNOWN,UNKNOWN,ChIJIeDnbvVv5kcRCkaxpqe56vk,48.8697398,2.3349676
272,Tekés,2,,wine_bar,casual,,,https://www.tekesrestaurant.com/,,,,,UNKNOWN,UNKNOWN,ChIJP0h7fOFv5kcRnVPMvx7dfq4,48.8659569,2.3496387
275,Uma Nota,2,,wine_bar,casual,,,https://uma-nota.com/fr/home,,,,,UNKNOWN,UNKNOWN,ChIJOTAeihBv5kcRWgC1e3f1Dw0,48.8668589,2.3501851
282,Zuzuttomo - Original Ramen Noodles from 日本,2,,ramen,casual,,,https://zuzuttomo.fr/,,,,,UNKNOWN,UNKNOWN,ChIJE4ke9Htv5kcRy0T3sijSkwM,48.8688839,2.34782
132,Big Black Cook,2,,,casual,,,https://bigblackcook.fr/histoire,,,,,UNKNOWN,UNKNOWN,ChIJFeyKXKtt5kcRcOoBj7k3v0s,48.8643012,2.3496497
146,Chez Georges,2,,,casual,,,https://www.restaurantsparisiens.com/chez-georges?initDom=restaurant-chezgeorges.fr,,,,,UNKNOWN,UNKNOWN,ChIJs-Reyzxu5kcRsvCqiM8r90c,48.8664236,2.3412876
174,Gallopin,2,,,casual,,,https://gallopin.com/,,,,,UNKNOWN,UNKNOWN,ChIJyW6wknNv5kcRTdWzsViISUg,48.8688309,2.3421358
196,L'Altro Frenchie,2,,,casual,,,https://www.laltro.fr/,,,,,UNKNOWN,UNKNOWN,ChIJvWmj4TZv5kcRjWXoyQlKnUw,48.8676638,2.3477564
224,Little Havana - Street Food Paris 02,2,,,casual,,,https://little-havana.site.bykomdab.com/,https://www.instagram.com/littlehavanaparis,,,,UNKNOWN,UNKNOWN,ChIJYQX8MrFv5kcR3Vxlomy0Frk,48.8661829,2.3440249
152,Restaurant Coinstot Vino Paris 2,2,,,casual,,,https://coinstotvino.business.site/,,,,,UNKNOWN,UNKNOWN,ChIJRYwPPTxu5kcRaVBRn5Gi-ag,48.8705534,2.3416087
1422,Sonny’s pizza SSD Paris 02,2,,,casual,,,https://www.sonnyspizza.fr/,,,,,UNKNOWN,UNKNOWN,ChIJH5NVGM9v5kcRu9oaTxUG1ms,48.8694849,2.3523507
121,ACCENTS table bourse,2,,,,,,https://accents-restaurant.com/,,,,,UNKNOWN,UNKNOWN,ChIJCfSJczxu5kcR5iWOIrx0RLg,48.8699637,2.3403472
124,ASADO,2,,,,,,https://www.asadoparis.com/,https://www.instagram.com/asadoparis,,,,UNKNOWN,UNKNOWN,ChIJi1_un19v5kcRZZfpUApeeeo,48.8713088,2.341885
125,Astair,2,,,,,,https://www.astair.paris/,,,,,UNKNOWN,UNKNOWN,ChIJBfcNFeFv5kcRFebi5QaURWY,48.8708515,2.3417521
296,Au Rocher de Cancale,2,,,,,,https://aurocherdecancale.shop/,https://www.instagram.com/aurocherdecancale,,,,UNKNOWN,UNKNOWN,ChIJUTbSJBhu5kcRPvnLYEkhHgM,48.8655795,2.3471713
126,Aux Crus de Bourgogne,2,,,,,,http://www.auxcrusdebourgogne.com/,,,,,UNKNOWN,UNKNOWN,ChIJtdLOGBhu5kcRwPqBdu55yjM,48.8658261,2.3465718
