Sheet Row Number,Name,Arrondissement,MVP Selection Reason,Favorite,Cuisine,Vibe,Features,Address,Postal Code,Website,Instagram,Google Place ID,Latitude,Longitude
24,Comptoir de la Gastronomie,1,manual_essential,,,,,"34 Rue Montmartre, 75001 Paris, France",75001,https://comptoirdelagastronomie.com/le-restaurante,,ChIJHQXzdhhu5kcR44cVFMAi95c,48.8645528,2.345431
28,Eats Thyme,1,manual_essential,,,casual,,"44 Rue Coquillière, 75001 Paris, France",75001,https://www.eatsthyme.com/,,ChIJm28ylHBv5kcRPXdmMOyZEOs,48.8646973,2.3406711
31,ELSE,1,manual_essential,,,,,"49 Rue Berger, 75001 Paris, France",75001,https://elseparis.fr/,,ChIJU21eyyNu5kcRO6xfeBIiwMc,48.8621721,2.3421815
32,Ernest Samaritaine - La boulangerie par Eric Kayser,1,manual_essential,,"bakery, wine_bar",casual,,"25 R. de la Monnaie, 75001 Paris, France",75001,https://www.ernest-samaritaine.com/,,ChIJUwpHIIBv5kcRhOJAwG9b96E,48.8600055,2.343288
15,Yam'Tcha Bistrot,1,manual_essential,,,"casual, classic",,"7 Rue du Jour, 75001 Paris, France",75001,https://www.yamtcha.com/reservations.html,,ChIJwzUxYiJu5kcRL_AV_Y_YiD0,48.8635584,2.3442057
132,ACCENTS table bourse,2,manual_essential,,,,,"24 Rue Feydeau, 75002 Paris, France",75002,https://accents-restaurant.com/,,ChIJCfSJczxu5kcR5iWOIrx0RLg,48.8699637,2.3403472
133,Alma - Corse & Tapas,2,manual_essential,,wine_bar,casual,,"10 Rue Mandar, 75002 Paris, France",75002,https://www.restaurant-alma.fr/,,ChIJ-Xn19HFv5kcRUNjiHWBd2yY,48.8657439,2.3458021
134,ASADO,2,manual_essential,,,,,"6 Pass. des Panoramas, 75002 Paris, France",75002,https://www.asadoparis.com/,https://www.instagram.com/asadoparis,ChIJi1_un19v5kcRZZfpUApeeeo,48.8713088,2.341885
135,Astair,2,manual_essential,,,,,"19 Pass. des Panoramas, 75002 Paris, France",75002,https://www.astair.paris/,,ChIJBfcNFeFv5kcRFebi5QaURWY,48.8708515,2.3417521
136,Aux Crus de Bourgogne,2,manual_essential,,,,,"3 Rue Bachaumont, 75002 Paris, France",75002,http://www.auxcrusdebourgogne.com/,,ChIJtdLOGBhu5kcRwPqBdu55yjM,48.8658261,2.3465718
138,Aux Lyonnais,2,manual_essential,,,,,"32 Rue Saint-Marc, 75002 Paris, France",75002,https://www.auxlyonnais.com/,,ChIJQRZQ6Dtu5kcR-0r2malRDQw,48.870741,2.338718
140,Babille - Restaurant Festif & Bar de Nuit,2,manual_essential,,,,,"35 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://www.babille-restaurant.com/,,ChIJIwI482Vv5kcR_lG24sRl1ig,48.8703656,2.348549
141,Bagnard,2,manual_essential,,,,,"7 Rue Saint-Augustin, 75002 Paris, France",75002,https://www.yonisaada.com/bagnard,,ChIJ1TZhBjtu5kcRMxqBy0Kb5V8,48.8687302,2.3375569
143,Bambou,2,manual_essential,,,,,"23 Rue des Jeuneurs, 75002 Paris, France",75002,https://www.bambouparis.fr/,,ChIJ__8PhT1u5kcR0iPz_AGQoIk,48.8693146,2.3449991
144,Big Black Cook,2,manual_essential,,,casual,,"5 Rue Tiquetonne, 75002 Paris, France",75002,https://bigblackcook.fr/histoire,,ChIJFeyKXKtt5kcRcOoBj7k3v0s,48.8643012,2.3496497
145,Bistro Volnay,2,manual_essential,,"bistro, wine_bar","casual, classic",,"8 Rue Volney, 75002 Paris, France",75002,https://www.bistro-volnay.fr/,,ChIJL6VKdDFu5kcRHdZY7z6gq3s,48.869211,2.32986
146,Bistrot Vivienne,2,manual_essential,,bistro,"casual, classic",,"4 Rue des Petits Champs, 75002 Paris, France",75002,https://www.bistrotvivienne.com/,,ChIJH1iNbLMh-kcRr5A4zRPWuSc,48.866238,2.339503
147,Bolo Bolo - Restaurant HongKongais Paris,2,manual_essential,,,,,"10 Rue Saint-Augustin, 75002 Paris, France",75002,https://boloboloparis.com/,https://www.instagram.com/bolobolo.paris?hl=en,ChIJFyPPvc9v5kcRSFMas-ZZhfg,48.8690075,2.3371394
149,BOMBA,2,manual_essential,,,,,"35 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://bombaparis.com/,,ChIJj5jG0hlv5kcRZaSk9Csn_ek,48.870392,2.3484979
150,Brasserie Rosie Lou,2,manual_essential,,,,,"31 Bd de Bonne Nouvelle, 75002 Paris, France",75002,https://brasseriesalamode.com/brasserie-rosie-lou,,ChIJE0OZV5Bv5kcRO85oMBPnrt8,48.8702844,2.348848
339,46 & 3RD - Forty Six and Third,3,manual_essential,,cafe,casual,,"46 R. de Turbigo, 75003 Paris, France",75003,https://www.fortysixandthird.com/,,ChIJpViKr0xv5kcRY-cmedDheHc,48.8650928,2.3551431
325,Carboni's,3,manual_essential,,wine_bar,casual,,"45 Rue de Poitou, 75003 Paris, France",75003,https://www.carbonisparis.com/,,ChIJH7XtmgZu5kcRHzaNGWpmVyM,48.8616678,2.3613044
326,Caves Saint Gilles,3,manual_essential,,wine_bar,casual,,"4 Rue Saint-Gilles, 75003 Paris, France",75003,https://caves-saintgilles.com/,,ChIJ28az1_9t5kcRIf9FerqQCTI,48.8577778,2.3672222
327,Chez Alain Miam Miam,3,manual_essential,,,,,"26 Rue Charlot, 75003 Paris, France",75003,https://www.facebook.com/ChezAlainMiamMiam,,ChIJq5Q-nQZu5kcRR3WcrGGBKlg,48.8622392,2.3619245
328,Chez Janou,3,manual_essential,,,,,"2 Rue Roger Verlomme, 75003 Paris, France",75003,https://www.chezjanou.com/,,ChIJaXXlBgBu5kcRzeSQ0Um9YSg,48.8567159,2.3671983
329,Chez Nenesse,3,manual_essential,,,,,"17 Rue de Saintonge, 75003 Paris, France",75003,,https://www.instagram.com/cheznenesse,ChIJPyH-pAZu5kcRLojkF6511eU,48.8617223,2.3622978
330,Chez Omar,3,manual_essential,,wine_bar,casual,,"47 Rue de Bretagne, 75003 Paris, France",75003,https://chez-omar-paris.business.site/,,ChIJPTuOLARu5kcR2hOHqy5PbbI,48.8633158,2.3614778
331,Datil,3,manual_essential,,,,,"13 Rue des Gravilliers, 75003 Paris, France",75003,https://www.datil-restaurant.fr/,,ChIJix2wynBv5kcREclRmmNBD24,48.8635818,2.3573055
333,Datsha Underground,3,manual_essential,,,casual,,"57 Rue des Gravilliers, 75003 Paris, France",75003,https://datshaunderground.com/fr,,ChIJ0c74YVVv5kcRay_Jgi8-yhQ,48.8642739,2.3547629
334,Dessance,3,manual_essential,,,,,"74 Rue des Archives, 75003 Paris, France",75003,https://www.dessance.com/,,ChIJ75I0XQRu5kcRHJRwpkFqu7I,48.8622815,2.3598519
335,Distrito Francés Marais,3,manual_essential,,wine_bar,casual,,"25 Rue du Pont aux Choux, 75003 Paris, France",75003,https://distritofrances.fr/en/restaurants/df-marais,,ChIJU4ZABSJv5kcRxBrJzKdX5e8,48.8612256,2.3648465
336,Donna,3,manual_essential,,wine_bar,casual,,"157 Rue Saint-Martin, 75003 Paris, France",75003,https://www.donna-paris.com/,https://www.instagram.com/welcometodonna,ChIJp63ERohv5kcR9MRYgY-qLTs,48.8621782,2.3518425
337,Elmer,3,manual_essential,,,,,"30 Rue Notre Dame de Nazareth, 75003 Paris, France",75003,https://elmer-restaurant.fr/,,ChIJVQZxCg9u5kcRnzjCj6U97w4,48.8673578,2.3594516
338,"Faurn, pizzeria libanaise",3,manual_essential,,,,,"212 Rue Saint-Martin, 75003 Paris, France",75003,https://linktr.ee/faurn_boulangerie,,ChIJKzbjikZv5kcR-6Qguq3YZyE,48.8636395,2.3528163
340,Fulvio,3,manual_essential,,,,,"4 Rue de Poitou, 75003 Paris, France",75003,https://www.restaurant-fulvio.fr/,,ChIJf6qg1wZu5kcRnNB5rytoC5Y,48.8614391,2.3643479
405,Chez Ajia,4,manual_essential,,,,,"4 Rue du Roi de Sicile, 75004 Paris, France",75004,https://ajia.fr/en,,ChIJ5105DhFx5kcR1yBOj8fS-48,48.8556244,2.3608209
407,Chez Julien,4,manual_essential,,,casual,,"1 Rue du Pont Louis-Philippe, 75004 Paris, France",75004,https://www.chezjulien.paris/en/home#menu-en,,ChIJEwgDtuJx5kcRLGbYnlfZFAU,48.8547356,2.3551411
408,Grande Brasserie,4,manual_essential,,,,,"6 Rue de la Bastille, 75004 Paris, France",75004,https://www.grandebrasserie.fr/en,,ChIJ-2gmGJxz5kcR4TeT2GHQ59Y,48.8537687,2.3679902
410,Homer Lobster,4,manual_essential,,,casual,,"21 Rue Rambuteau, 75004 Paris, France",75004,https://www.homerlobster.com/,,ChIJCw0hohxu5kcRYZzwR4XWZ-w,48.8607329,2.3547084
411,ilô restaurant,4,manual_essential,,,,,"6 Rue Castex, 75004 Paris, France",75004,https://ilo-restaurant.eatbu.com/?lang=en,,ChIJCZsCXE1x5kcRr6bxYSeeIck,48.8527719,2.3663273
412,Jaja,4,manual_essential,,,,,"3 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",75004,http://jaja-resto.com/,,ChIJMQVT6AJu5kcRRTJqTENzZus,48.8575187,2.35725
415,JANET by Homer - Marais,4,manual_essential,,,,,"13 Rue Rambuteau, 75004 Paris, France",75004,https://www.homerlobster.com/janet-by-homer,,ChIJ79Rdru1v5kcR5ZiQkkPoqns,48.8603891,2.3556782
418,Kuma,4,manual_essential,,,,,"5 Rue des Écouffes, 75004 Paris, France",75004,https://www.instagram.com/kumaparis/,https://www.instagram.com/kumaparis,ChIJoZGnsQhv5kcRuU-gAvV-dyA,48.8566317,2.3583876
417,Kébi,4,manual_essential,,,,,"3 Rue de Turenne, 75004 Paris, France",75004,https://kebi-restaurant.eatbu.com/?lang=en,,ChIJE7nhDSNx5kcRlYevwaFBFDI,48.8550392,2.3631344
420,L'Enoteca,4,manual_essential,,wine_bar,casual,,"25 Rue Charles V, 75004 Paris, France",75004,http://www.enoteca.fr/,,ChIJfyEUff5x5kcRx5RidwJUHos,48.8533327,2.361858
421,La Baguette du Relais,4,manual_essential,,,,,"10 Rue des Archives, 75004 Paris, France",75004,https://www.labaguette.relaisdevenise.fr/?l=fr,,ChIJs1Kn-DBv5kcRecq1D4JaMw8,48.8575675,2.3544852
422,Le Petit Célestin,4,manual_essential,,,,,"12 Quai des Célestins, 75004 Paris, France",75004,https://www.lepetitcelestin.fr/,,ChIJe8dSn_5x5kcRIoSe6VW08rI,48.8522192,2.3613873
423,Le Sergent Recruteur,4,manual_essential,,,,,"41 Rue Saint-Louis en l'Île, 75004 Paris, France",75004,https://www.lesergentrecruteur.fr/en,,ChIJe6_hufxx5kcRLJ9Ej7s19UM,48.8519836,2.3560321
424,Les Maquereaux Rive Droite,4,manual_essential,,wine_bar,casual,,"14 Quai de l'Hôtel de ville, 75004 Paris, France",75004,https://www.lesmaquereaux.com/les-maquereaux,,ChIJLyZsI_xx5kcRzel59w_Chss,48.8530857,2.3573881
425,Minh Chau,4,manual_essential,,wine_bar,casual,,"10 Rue de la Verrerie, 75004 Paris, France",75004,https://www.petitfute.com/v17231-17299-paris-75004/c1165-restaurants/c1031-cuisines-du-monde/c1035-cuisine-d-asie/c64-restaurant-vietnamien/264890-minh-chau.html,,ChIJQZ0GSR1u5kcRqVfhZKxZPTI,48.8572488,2.3550848
457,A Braccetto,5,manual_essential,,,casual,,"19 Rue Soufflot, 75005 Paris, France",75005,https://www.thefork.com/restaurant/a-braccetto-r754389,,ChIJz1ZMihxx5kcRKbP6nhl8Cwo,48.847062,2.34147
458,Alimento,5,manual_essential,,,,,"9 Rue de Pontoise, 75005 Paris, France",75005,http://alimento.fr/,,ChIJ72bCYORx5kcR5TE4sRNpHLk,48.8499354,2.3521601
460,Alliance,5,manual_essential,,,,,"5 Rue de Poissy, 75005 Paris, France",75005,https://www.restaurant-alliance.fr/,,ChIJeWenk-Rx5kcRRoSlhTbzWlM,48.8499163,2.3533113
461,Anahuacalli,5,manual_essential,,wine_bar,casual,,"30 Rue des Bernardins, 75005 Paris, France",75005,http://www.anahuacalli.fr/,,ChIJCbGQPeRx5kcRyxuW1A6gLGs,48.849867,2.3504246
462,Atelier Carnem,5,manual_essential,,,,,"5 Rue du Pot de Fer, 75005 Paris, France",75005,https://ateliercarnem.com/en,,ChIJ6XpA0u5x5kcRiImLe0FXqWE,48.8429061,2.3492088
463,Atelier Maître Albert,5,manual_essential,,,,,"1 Rue Maître Albert, 75005 Paris, France",75005,https://www.ateliermaitrealbert.com/,,ChIJlTto-ONx5kcR9dX0YOF01lk,48.8511086,2.3502197
464,Atica,5,manual_essential,,,,,"8 Rue Frédéric Sauton, 75005 Paris, France",75005,https://www.aticaparis.com/fr,,ChIJbVin4H9x5kcROTX7yC8uyII,48.8509613,2.3489945
465,Ayadi Gourmet,5,manual_essential,,,,,"17 Rue Frédéric Sauton, 75005 Paris, France",75005,https://ayadigourmet.com/en,,ChIJETbNldZx5kcR81jLbf0lh0M,48.8507225,2.3491624
467,Baca'v,5,manual_essential,,,,,"6 Rue des Fossés Saint-Marcel, 75005 Paris, France",75005,https://www.bacav.paris/,,ChIJ4x6GRPJx5kcRYEiThcBqZM4,48.83919,2.356063
468,Baieta,5,manual_essential,,,,,"5 Rue de Pontoise, 75005 Paris, France",75005,https://www.restaurant-baieta-paris.fr/,,ChIJ_78oYuRx5kcR4eAyZp92YKs,48.8501166,2.3523749
470,Bistro des lettres,5,manual_essential,,bistro,"casual, classic",,"52 Bd Saint-Germain, 75005 Paris, France",75005,https://www.bistrodeslettres.com/,,ChIJI7jEef5x5kcRkWRFsJD96So,48.8500005,2.3497224
471,Bonvivant,5,manual_essential,,wine_bar,casual,,"7 Rue des Écoles, 75005 Paris, France",75005,https://www.bonvivant.paris/,,ChIJMyQ_p-Vx5kcRyFUxkJYjY5w,48.8475454,2.3519748
472,Casa Di Peppe,5,manual_essential,,,casual,,"222 Rue Saint-Jacques, 75005 Paris, France",75005,https://www.casadipeppe.fr/,,ChIJPa30YOlx5kcRAbCDqOE8840,48.8447885,2.3421094
456,Kokoro,5,manual_essential,,,casual,,"36 Rue des Boulangers, 75005 Paris, France",75005,http://restaurantkokoro.blogspot.com/,,ChIJz7QEfOVx5kcRR10ehIETyUg,48.8462149,2.3524608
469,Le Balzar,5,manual_essential,,,,,"49 Rue des Écoles, 75005 Paris, France",75005,https://brasseriebalzar.com/,,ChIJW-zV8t1x5kcRVQ2AiWJWpXw,48.8498816,2.3433813
553,Casa Bini,6,manual_essential,,,,,"36 Rue Grégoire de Tours, 75006 Paris, France",75006,https://www.casabini.fr/,,ChIJRT1VQdlx5kcRTsL38261t3Q,48.8522803,2.3374452
554,Chez Fernand,6,manual_essential,,,,,"13 Rue Guisarde, 75006 Paris, France",75006,https://www.restaurantchezfernand.fr/,,ChIJ-1qyjdlx5kcRMX6oCe8oXzg,48.8518468,2.3344106
557,Chez Marcel,6,manual_essential,,,,,"7 Rue Stanislas, 75006 Paris, France",75006,https://chezmarcel.cool/,,ChIJ13Is9M5x5kcRUKPKwh3phn0,48.8437602,2.3284019
558,Chez Nous,6,manual_essential,,wine_bar,casual,,"10 Rue Dauphine, 75006 Paris, France",75006,http://www.cheznousparis.com/,,ChIJdddyXd9x5kcRQy5_exrssug,48.8558135,2.3401345
559,Coffee Club,6,manual_essential,,,,,"87 Rue d'Assas, 75006 Paris, France",75006,https://coffee-club.fr/,,ChIJtU5zMcRx5kcRH6GOdPdq7_I,48.8421104,2.335263
560,Colvert,6,manual_essential,,,,,"30 Rue des Grands Augustins, 75006 Paris, France",75006,https://colvert.paris/,,ChIJIdwiG8xx5kcR1VFti1Sth6s,48.853583,2.3401589
561,Comptoirs Les Deux Magots,6,manual_essential,,bakery,casual,,"2 Rue de Buci, 75006 Paris, France",75006,https://comptoirs-lesdeuxmagots.fr/pages/home,,ChIJeUxpUwBx5kcR1EKRVhaMs7A,48.853811,2.338155
562,Cosi,6,manual_essential,,,,,"54 Rue de Seine, 75006 Paris, France",75006,http://www.facebook.com/Cosi-126474794072452/,,ChIJYVDa49hx5kcR-HSbZ8Zta8I,48.8541217,2.3368896
566,Dandino,6,manual_essential,,wine_bar,casual,,"8 Rue de Buci, 75006 Paris, France",75006,http://www.dandinoparis.com/,,ChIJ9UcutI1x5kcRfF0FYkwjN1E,48.8540243,2.3378037
567,Didon,6,manual_essential,,,,,"8 Rue du Dragon, 75006 Paris, France",75006,https://didonrestaurant.com/en,,ChIJmUnWNT1x5kcR8EL2VvKUH1Q,48.8537625,2.3311074
568,Dragon - Cyril Lignac,6,manual_essential,,,,,"29 Rue du Dragon, 75006 Paris, France",75006,https://dragoncyrillignac.com/,,ChIJV58PVihx5kcR1iBUTf4eSxY,48.8526515,2.3304688
569,Ducky's,6,manual_essential,,,,,"157 Bd du Montparnasse, 75006 Paris, France",75006,https://www.duckys.fr/,,ChIJ4X7yYsZx5kcRVWcDbOW0Fds,48.8405755,2.334641
570,Dupin,6,manual_essential,,,,,"11 Rue Dupin, 75006 Paris, France",75006,https://www.restaurantdupin.com/,,ChIJbVnmudNx5kcR1IA4uTrdgM4,48.8497811,2.3254604
572,Evi Evane Restaurant,6,manual_essential,,,,,"10 Rue Guisarde, 75006 Paris, France",75006,https://www.evievane.com/restaurant/index.php/fr,,ChIJS3Ywjdlx5kcRTA0vouV1fYQ,48.851904,2.334296
556,Restaurant Chez Lionel Paris 6,6,manual_essential,,,,,"6 Rue de Chevreuse, 75006 Paris, France",75006,https://www.facebook.com/Chez-Lionel-Restaurant-2202328413425830/?modal=admin_todo_tour,,ChIJcak_tpFx5kcRl-j0PUkdMww,48.8417865,2.3314644
674,Aida,7,manual_essential,,,,,"1 Rue Pierre Leroux, 75007 Paris, France",75007,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aida,,ChIJ75JwXyxw5kcRqI3wcJMllY4,48.8502684,2.3186866
675,Akabeko - Restaurant fusion franco japonais,7,manual_essential,,,,,"40 Rue de l'Université, 75007 Paris, France",75007,https://akabekorestaurant.com/,,ChIJW0ICZg5v5kcRvyEFYPJKYxo,48.8576715,2.3283996
676,Al Dente,7,manual_essential,,wine_bar,casual,,"38 Rue de Varenne, 75007 Paris, France",75007,http://www.restaurantaldente.com/,,ChIJpafTH9Vx5kcRFYDBkk2LCdc,48.8542917,2.3233472
677,Au Petit Tonneau,7,manual_essential,,,,,"20 Rue Surcouf, 75007 Paris, France",75007,https://www.aupetittonneau.fr/,,ChIJXcQIvtlv5kcRF650lC2T1yA,48.8606607,2.3093591
678,Au Pied de Fouet,7,manual_essential,,,,,"45 Rue de Babylone, 75007 Paris, France",75007,http://www.aupieddefouet.fr/tradition-7eme-menu.html,,ChIJiUzXQj5x5kcRB3AdUUsXgJo,48.851615,2.3185997
679,Au Sauvignon,7,manual_essential,,,,,"80 Rue des Saints-Pères, 75007 Paris, France",75007,https://www.ausauvignon.com/,,ChIJCaAbttZx5kcRaTI4ce454OY,48.8520045,2.3285123
680,Auberge Bressane,7,manual_essential,,,,,"16 Av. de la Motte-Picquet, 75007 Paris, France",75007,https://www.auberge-bressane.com/,,ChIJSWR8mydw5kcRQJNKcxOyvn0,48.856537,2.308509
681,Birdy,7,manual_essential,,,,,"49 Av. Bosquet, 75007 Paris, France",75007,https://birdyhamburgers.com/,,ChIJhf-5V99v5kcRBZUwyIgtCXA,48.8570826,2.3046299
682,Bistrot Belhara,7,manual_essential,,bistro,"casual, classic",,"23 Rue Duvivier, 75007 Paris, France",75007,https://bistrotbelhara.com/,,ChIJHYW4eidw5kcRDoD3rxP6jzc,48.8564004,2.3074505
684,Café des Ministères,7,manual_essential,,"cafe, wine_bar",casual,,"83 Rue de l'Université, 75007 Paris, France",75007,https://www.cafedesministeres.fr/,,ChIJ7ei1YNRv5kcRRf7j0QY-e2g,48.8606173,2.3192166
685,Café Max,7,manual_essential,,cafe,casual,,"7 Av. de la Motte-Picquet, 75007 Paris, France",75007,https://www.cafemax.fr/fr,,ChIJeR7djCdw5kcROp_vWMyonpY,48.8564899,2.3092948
672,Café Petibon,7,manual_essential,,cafe,casual,,"47 Rue Cler, 75007 Paris, France",75007,https://petibon.fr/#boutique,,ChIJ2wqD8KRx5kcRrJWqG2dQ2_4,48.8564265,2.3068067
687,Cucina Eat,7,manual_essential,,,,,"65 Av. de la Bourdonnais, 75007 Paris, France",75007,https://www.cucinaeat.com/,,ChIJneELMTFx5kcRV5EL-3--lU0,48.857037,2.3014259
683,Le Café de Mars,7,manual_essential,,"cafe, wine_bar",casual,,"11 Rue Augereau, 75007 Paris, France",75007,https://www.cafedemars.fr/,https://www.instagram.com/cafe_de_mars,ChIJvZmnht9v5kcRjsZS2q-nAAE,48.8573806,2.302125
686,Restaurant Cléo,7,manual_essential,,,,,"19 Bd de la Tour-Maubourg, 75007 Paris, France",75007,https://www.restaurantcleo.fr/,,ChIJ_z4s3Nlv5kcRqRIM5cVK1LE,48.860506,2.310409
773,24 Le restaurant,8,manual_essential,,,,,"24 Rue Jean Mermoz, 75008 Paris, France",75008,http://24lerestaurant.fr/,,ChIJLe0K9sVv5kcRt9qr4CrfIZU,48.8710484,2.3118763
775,Akira Back Paris,8,manual_essential,,,,,"33 Av. George V, 75008 Paris, France",75008,https://www.akirabackparis.com/fr,,ChIJx2NEgptv5kcRPJ7AHeThtUM,48.869143,2.3006579
769,Anna,8,manual_essential,,,,,"14 Rue Marbeuf, 75008 Paris, France",75008,http://www.restaurant-anna.com/,https://www.instagram.com/anna_baravin,ChIJzVN9pdJv5kcRmYbJ3emfo68,48.8679838,2.3029968
777,Bar des Prés - Montaigne,8,manual_essential,,,,,"21 Rue Bayard, 75008 Paris, France",75008,https://www.bardespres.com/fr/paris/,https://www.instagram.com/stories/highlights/18043754752580788,ChIJNXkisWhv5kcR8qDfdxCElz0,48.8669455,2.307569
778,Beefbar,8,manual_essential,,wine_bar,casual,,"5 Rue Marbeuf, 75008 Paris, France",75008,https://beefbar.com/paris,,ChIJdcVJaiNv5kcRVjRXMI54BVI,48.8674381,2.3019924
780,Bistro Hasard,8,manual_essential,,"bistro, wine_bar","casual, classic",,"7 Rue de l'Isly, 75008 Paris, France",75008,https://bistrohasard.com/,,ChIJc-Ej1aRv5kcR58-r_GKwPI8,48.8746404,2.325752
781,Bistrot Cézanne,8,manual_essential,,"bistro, cafe","casual, classic",,"13 Av. Myron Herrick, 75008 Paris, France",75008,https://hankcinasky.wixsite.com/website,,ChIJQyfNUMZv5kcR1vjxbwfdM10,48.8741965,2.3098861
783,Braise,8,manual_essential,,,,,"19 Rue d'Anjou, 75008 Paris, France",75008,https://www.braise.paris/,,ChIJM7F_x-Nv5kcRz8dQrQXk3H0,48.8703243,2.3209255
784,Brasserie Lazare Paris,8,manual_essential,,,,,"Rue Intérieure, 75008 Paris, France",75008,https://lazare-paris.fr/,,ChIJAbPJYTVu5kcRuFw8L6Iuy6M,48.8761412,2.3255888
782,Le Boeuf sur le Toit,8,manual_essential,,wine_bar,casual,,"34 Rue du Colisée, 75008 Paris, France",75008,https://boeufsurletoit.com/,,ChIJfXfb3MVv5kcRriO2f5dNwCM,48.871404,2.310457
767,Mirage Paris,8,manual_essential,,,,,"65 Rue Pierre Charron, 75008 Paris, France",75008,https://www.miragerestaurant.fr/,,ChIJyyBgR4Vv5kcR4FBr0pBtlKI,48.8701396,2.3040972
768,Petit Bao - Ternes,8,manual_essential,,,,,"266 Rue du Faubourg Saint-Honoré, 75008 Paris, France",75008,https://www.baofamily.co/petitbao,,ChIJ1Qq1Uvhv5kcRZZ0AeNNKu04,48.8776047,2.2995171
772,Restaurant & Bar 19.20 by Norbert Tarayre,8,manual_essential,,,,,"33 Av. George V, 75008 Paris, France",75008,https://www.19-20paris.fr/,,ChIJIfDomZhv5kcRGke9wBF3AGI,48.869143,2.3006579
776,Restaurant Akrame,8,manual_essential,,,,,"7 Rue Tronchet, 75008 Paris, France",75008,https://www.akrame.com/,,ChIJbZwQYu5v5kcR3uAetlru3Go,48.8714449,2.3252046
770,Thiou Restaurant,8,manual_essential,,,,,"9 Rue Balzac, 75008 Paris, France",75008,https://restaurant-thiou.fr/en,,ChIJ1S254QJv5kcRjwVbhv8D7bM,48.8736895,2.3003111
922,Au Petit Riche,9,manual_essential,,,,,"25 Rue Le Peletier, 75009 Paris, France",75009,https://www.restaurant-aupetitriche.com/,,ChIJiS_6Fjlu5kcRlTC1oqEVTac,48.8731822,2.3384874
923,Aux 2 K,9,manual_essential,,,,,"5 Rue Louise-Émilie de la Tour d'Auvergne, 75009 Paris, France",75009,https://aux2k.fr/,,ChIJe93J-PVv5kcRw8jez7VCZk0,48.878743,2.344853
926,"B.B.T (Le Bon, Le Beurre & Le Truand)",9,manual_essential,,,,,"31 Rue de Châteaudun, 75009 Paris, France",75009,https://www.bbtparis.com/,,ChIJmU9DssNv5kcRROG8y7UVfSw,48.8759612,2.3369089
927,Banh Mi Oi!,9,manual_essential,,,,,"21 Rue Henry Monnier, 75009 Paris, France",75009,,https://www.instagram.com/banhmioiparis,ChIJA7ODQftv5kcR0YLY7JrSZVg,48.8803683,2.3374051
928,BAO & ME,9,manual_essential,,,,,"89 Rue du Faubourg Poissonnière, 75009 Paris, France",75009,https://baoandme.fr/,,ChIJua-XbXNv5kcRj_XurDhAA3Q,48.8767838,2.3485748
